id;ts;station;endpoint;node_id;tag;datatype;wert_num;wert_bool;wert_text;payload_json;mqtt_topic;created_at
42;"2026-09-04 12:15:44";handling_saugarm;192.168.36.6:4840;"ns=3;s=""+AL-MA1.Linkslauf""";AL_MA1_Linkslauf;Boolean;;1;;"{""station"": ""handling_saugarm"", ""endpoint"": ""192.168.36.6:4840"", ""nodeId"": ""ns=3;s=\"+AL-MA1.Linkslauf\""", ""tag"": ""AL_MA1_Linkslauf"", ""datatype"": ""Boolean"", ""wert"": true, ""zeitstempel"": ""2026-09-04T12:15:44.712Z""}";plc/handling_saugarm/AL_MA1_Linkslauf;"2026-09-04 12:15:44"
43;"2026-09-04 12:15:44";handling_saugarm;192.168.36.6:4840;"ns=3;s=""+AL-MA1.Rechtslauf""";AL_MA1_Rechtslauf;Boolean;;0;;"{""station"": ""handling_saugarm"", ""endpoint"": ""192.168.36.6:4840"", ""nodeId"": ""ns=3;s=\"+AL-MA1.Rechtslauf\""", ""tag"": ""AL_MA1_Rechtslauf"", ""datatype"": ""Boolean"", ""wert"": false, ""zeitstempel"": ""2026-09-04T12:15:44.712Z""}";plc/handling_saugarm/AL_MA1_Rechtslauf;"2026-09-04 12:15:44"
44;"2026-09-04 12:15:45";handling_saugarm;192.168.36.6:4840;"ns=3;s=""+AL-MA1.Linkslauf""";AL_MA1_Linkslauf;Boolean;;0;;"{""station"": ""handling_saugarm"", ""endpoint"": ""192.168.36.6:4840"", ""nodeId"": ""ns=3;s=\"+AL-MA1.Linkslauf\""", ""tag"": ""AL_MA1_Linkslauf"", ""datatype"": ""Boolean"", ""wert"": false, ""zeitstempel"": ""2026-09-04T12:15:45.716Z""}";plc/handling_saugarm/AL_MA1_Linkslauf;"2026-09-04 12:15:45"
45;"2026-09-04 12:15:45";handling_saugarm;192.168.36.6:4840;"ns=3;s=""+AL-MA1.Rechtslauf""";AL_MA1_Rechtslauf;Boolean;;1;;"{""station"": ""handling_saugarm"", ""endpoint"": ""192.168.36.6:4840"", ""nodeId"": ""ns=3;s=\"+AL-MA1.Rechtslauf\""", ""tag"": ""AL_MA1_Rechtslauf"", ""datatype"": ""Boolean"", ""wert"": true, ""zeitstempel"": ""2026-09-04T12:15:45.716Z""}";plc/handling_saugarm/AL_MA1_Rechtslauf;"2026-09-04 12:15:45"
46;"2026-09-04 12:15:46";qualit_t_kamera;192.168.36.5:4840;"ns=3;s=""+AL-MA1.Rechtslauf""";AL_MA1_Rechtslauf;Boolean;;0;;"{""station"": ""qualit_t_kamera"", ""endpoint"": ""192.168.36.5:4840"", ""nodeId"": ""ns=3;s=\"+AL-MA1.Rechtslauf\""", ""tag"": ""AL_MA1_Rechtslauf"", ""datatype"": ""Boolean"", ""wert"": false, ""zeitstempel"": ""2026-09-04T12:15:46.957Z""}";plc/qualit_t_kamera/AL_MA1_Rechtslauf;"2026-09-04 12:15:46"
47;"2026-09-04 12:15:47";handling_saugarm;192.168.36.6:4840;"ns=3;s=""+AL-MA1.Rechtslauf""";AL_MA1_Rechtslauf;Boolean;;0;;"{""station"": ""handling_saugarm"", ""endpoint"": ""192.168.36.6:4840"", ""nodeId"": ""ns=3;s=\"+AL-MA1.Rechtslauf\""", ""tag"": ""AL_MA1_Rechtslauf"", ""datatype"": ""Boolean"", ""wert"": false, ""zeitstempel"": ""2026-09-04T12:15:47.716Z""}";plc/handling_saugarm/AL_MA1_Rechtslauf;"2026-09-04 12:15:47"
48;"2026-09-04 12:15:55";handling_saugarm;192.168.36.6:4840;"ns=3;s=""+AL-MA1.Rechtslauf""";AL_MA1_Rechtslauf;Boolean;;1;;"{""station"": ""handling_saugarm"", ""endpoint"": ""192.168.36.6:4840"", ""nodeId"": ""ns=3;s=\"+AL-MA1.Rechtslauf\""", ""tag"": ""AL_MA1_Rechtslauf"", ""datatype"": ""Boolean"", ""wert"": true, ""zeitstempel"": ""2026-09-04T12:15:55.722Z""}";plc/handling_saugarm/AL_MA1_Rechtslauf;"2026-09-04 12:15:55"
49;"2026-09-04 12:15:58";handling_saugarm;192.168.36.6:4840;"ns=3;s=""+AL-MA1.Linkslauf""";AL_MA1_Linkslauf;Boolean;;1;;"{""station"": ""handling_saugarm"", ""endpoint"": ""192.168.36.6:4840"", ""nodeId"": ""ns=3;s=\"+AL-MA1.Linkslauf\""", ""tag"": ""AL_MA1_Linkslauf"", ""datatype"": ""Boolean"", ""wert"": true, ""zeitstempel"": ""2026-09-04T12:15:58.724Z""}";plc/handling_saugarm/AL_MA1_Linkslauf;"2026-09-04 12:15:58"
50;"2026-09-04 12:15:58";handling_saugarm;192.168.36.6:4840;"ns=3;s=""+AL-MA1.Rechtslauf""";AL_MA1_Rechtslauf;Boolean;;0;;"{""station"": ""handling_saugarm"", ""endpoint"": ""192.168.36.6:4840"", ""nodeId"": ""ns=3;s=\"+AL-MA1.Rechtslauf\""", ""tag"": ""AL_MA1_Rechtslauf"", ""datatype"": ""Boolean"", ""wert"": false, ""zeitstempel"": ""2026-09-04T12:15:58.724Z""}";plc/handling_saugarm/AL_MA1_Rechtslauf;"2026-09-04 12:15:58"
51;"2026-09-04 12:15:59";handling_saugarm;192.168.36.6:4840;"ns=3;s=""+AL-MA1.Linkslauf""";AL_MA1_Linkslauf;Boolean;;0;;"{""station"": ""handling_saugarm"", ""endpoint"": ""192.168.36.6:4840"", ""nodeId"": ""ns=3;s=\"+AL-MA1.Linkslauf\""", ""tag"": ""AL_MA1_Linkslauf"", ""datatype"": ""Boolean"", ""wert"": false, ""zeitstempel"": ""2026-09-04T12:15:59.726Z""}";plc/handling_saugarm/AL_MA1_Linkslauf;"2026-09-04 12:15:59"
52;"2026-09-04 12:16:01";handling_saugarm;192.168.36.6:4840;"ns=3;s=""+AL-MA1.Rechtslauf""";AL_MA1_Rechtslauf;Boolean;;1;;"{""station"": ""handling_saugarm"", ""endpoint"": ""192.168.36.6:4840"", ""nodeId"": ""ns=3;s=\"+AL-MA1.Rechtslauf\""", ""tag"": ""AL_MA1_Rechtslauf"", ""datatype"": ""Boolean"", ""wert"": true, ""zeitstempel"": ""2026-09-04T12:16:01.730Z""}";plc/handling_saugarm/AL_MA1_Rechtslauf;"2026-09-04 12:16:01"
53;"2026-09-04 12:16:01";presse;192.168.36.7:4840;"ns=3;s=""+AL-MA1.Rechtslauf""";AL_MA1_Rechtslauf;Boolean;;1;;"{""station"": ""presse"", ""endpoint"": ""192.168.36.7:4840"", ""nodeId"": ""ns=3;s=\"+AL-MA1.Rechtslauf\""", ""tag"": ""AL_MA1_Rechtslauf"", ""datatype"": ""Boolean"", ""wert"": true, ""zeitstempel"": ""2026-09-04T12:16:01.831Z""}";plc/presse/AL_MA1_Rechtslauf;"2026-09-04 12:16:01"
54;"2026-09-04 12:16:04";presse;192.168.36.7:4840;"ns=3;s=""+AL-MA1.Linkslauf""";AL_MA1_Linkslauf;Boolean;;1;;"{""station"": ""presse"", ""endpoint"": ""192.168.36.7:4840"", ""nodeId"": ""ns=3;s=\"+AL-MA1.Linkslauf\""", ""tag"": ""AL_MA1_Linkslauf"", ""datatype"": ""Boolean"", ""wert"": true, ""zeitstempel"": ""2026-09-04T12:16:04.833Z""}";plc/presse/AL_MA1_Linkslauf;"2026-09-04 12:16:04"
55;"2026-09-04 12:16:04";presse;192.168.36.7:4840;"ns=3;s=""+AL-MA1.Rechtslauf""";AL_MA1_Rechtslauf;Boolean;;0;;"{""station"": ""presse"", ""endpoint"": ""192.168.36.7:4840"", ""nodeId"": ""ns=3;s=\"+AL-MA1.Rechtslauf\""", ""tag"": ""AL_MA1_Rechtslauf"", ""datatype"": ""Boolean"", ""wert"": false, ""zeitstempel"": ""2026-09-04T12:16:04.834Z""}";plc/presse/AL_MA1_Rechtslauf;"2026-09-04 12:16:04"
56;"2026-09-04 12:16:05";presse;192.168.36.7:4840;"ns=3;s=""+AL-MA1.Linkslauf""";AL_MA1_Linkslauf;Boolean;;0;;"{""station"": ""presse"", ""endpoint"": ""192.168.36.7:4840"", ""nodeId"": ""ns=3;s=\"+AL-MA1.Linkslauf\""", ""tag"": ""AL_MA1_Linkslauf"", ""datatype"": ""Boolean"", ""wert"": false, ""zeitstempel"": ""2026-09-04T12:16:05.835Z""}";plc/presse/AL_MA1_Linkslauf;"2026-09-04 12:16:05"
57;"2026-09-04 12:16:05";presse;192.168.36.7:4840;"ns=3;s=""+AL-MA1.Rechtslauf""";AL_MA1_Rechtslauf;Boolean;;1;;"{""station"": ""presse"", ""endpoint"": ""192.168.36.7:4840"", ""nodeId"": ""ns=3;s=\"+AL-MA1.Rechtslauf\""", ""tag"": ""AL_MA1_Rechtslauf"", ""datatype"": ""Boolean"", ""wert"": true, ""zeitstempel"": ""2026-09-04T12:16:05.835Z""}";plc/presse/AL_MA1_Rechtslauf;"2026-09-04 12:16:05"
58;"2026-09-04 12:16:06";handling_saugarm;192.168.36.6:4840;"ns=3;s=""+AL-MA1.Rechtslauf""";AL_MA1_Rechtslauf;Boolean;;0;;"{""station"": ""handling_saugarm"", ""endpoint"": ""192.168.36.6:4840"", ""nodeId"": ""ns=3;s=\"+AL-MA1.Rechtslauf\""", ""tag"": ""AL_MA1_Rechtslauf"", ""datatype"": ""Boolean"", ""wert"": false, ""zeitstempel"": ""2026-09-04T12:16:06.362Z""}";plc/handling_saugarm/AL_MA1_Rechtslauf;"2026-09-04 12:16:06"
59;"2026-09-04 12:16:11";presse;192.168.36.7:4840;"ns=3;s=""+AL-MA1.Linkslauf""";AL_MA1_Linkslauf;Boolean;;1;;"{""station"": ""presse"", ""endpoint"": ""192.168.36.7:4840"", ""nodeId"": ""ns=3;s=\"+AL-MA1.Linkslauf\""", ""tag"": ""AL_MA1_Linkslauf"", ""datatype"": ""Boolean"", ""wert"": true, ""zeitstempel"": ""2026-09-04T12:16:11.839Z""}";plc/presse/AL_MA1_Linkslauf;"2026-09-04 12:16:11"
60;"2026-09-04 12:16:11";presse;192.168.36.7:4840;"ns=3;s=""+AL-MA1.Rechtslauf""";AL_MA1_Rechtslauf;Boolean;;0;;"{""station"": ""presse"", ""endpoint"": ""192.168.36.7:4840"", ""nodeId"": ""ns=3;s=\"+AL-MA1.Rechtslauf\""", ""tag"": ""AL_MA1_Rechtslauf"", ""datatype"": ""Boolean"", ""wert"": false, ""zeitstempel"": ""2026-09-04T12:16:11.839Z""}";plc/presse/AL_MA1_Rechtslauf;"2026-09-04 12:16:11"
61;"2026-09-04 12:16:18";presse;192.168.36.7:4840;"ns=3;s=""+AL-MA1.Linkslauf""";AL_MA1_Linkslauf;Boolean;;0;;"{""station"": ""presse"", ""endpoint"": ""192.168.36.7:4840"", ""nodeId"": ""ns=3;s=\"+AL-MA1.Linkslauf\""", ""tag"": ""AL_MA1_Linkslauf"", ""datatype"": ""Boolean"", ""wert"": false, ""zeitstempel"": ""2026-09-04T12:16:18.845Z""}";plc/presse/AL_MA1_Linkslauf;"2026-09-04 12:16:18"
62;"2026-09-04 12:16:18";presse;192.168.36.7:4840;"ns=3;s=""+AL-MA1.Rechtslauf""";AL_MA1_Rechtslauf;Boolean;;1;;"{""station"": ""presse"", ""endpoint"": ""192.168.36.7:4840"", ""nodeId"": ""ns=3;s=\"+AL-MA1.Rechtslauf\""", ""tag"": ""AL_MA1_Rechtslauf"", ""datatype"": ""Boolean"", ""wert"": true, ""zeitstempel"": ""2026-09-04T12:16:18.845Z""}";plc/presse/AL_MA1_Rechtslauf;"2026-09-04 12:16:18"
63;"2026-09-04 12:16:37";presse;192.168.36.7:4840;"ns=3;s=""+AL-MA1.Rechtslauf""";AL_MA1_Rechtslauf;Boolean;;0;;"{""station"": ""presse"", ""endpoint"": ""192.168.36.7:4840"", ""nodeId"": ""ns=3;s=\"+AL-MA1.Rechtslauf\""", ""tag"": ""AL_MA1_Rechtslauf"", ""datatype"": ""Boolean"", ""wert"": false, ""zeitstempel"": ""2026-09-04T12:16:37.863Z""}";plc/presse/AL_MA1_Rechtslauf;"2026-09-04 12:16:37"
64;"2026-09-04 12:16:38";presse;192.168.36.7:4840;"ns=3;s=""+AL-MA1.Linkslauf""";AL_MA1_Linkslauf;Boolean;;1;;"{""station"": ""presse"", ""endpoint"": ""192.168.36.7:4840"", ""nodeId"": ""ns=3;s=\"+AL-MA1.Linkslauf\""", ""tag"": ""AL_MA1_Linkslauf"", ""datatype"": ""Boolean"", ""wert"": true, ""zeitstempel"": ""2026-09-04T12:16:38.863Z""}";plc/presse/AL_MA1_Linkslauf;"2026-09-04 12:16:38"
65;"2026-09-04 12:16:39";presse;192.168.36.7:4840;"ns=3;s=""+AL-MA1.Linkslauf""";AL_MA1_Linkslauf;Boolean;;0;;"{""station"": ""presse"", ""endpoint"": ""192.168.36.7:4840"", ""nodeId"": ""ns=3;s=\"+AL-MA1.Linkslauf\""", ""tag"": ""AL_MA1_Linkslauf"", ""datatype"": ""Boolean"", ""wert"": false, ""zeitstempel"": ""2026-09-04T12:16:39.864Z""}";plc/presse/AL_MA1_Linkslauf;"2026-09-04 12:16:39"
66;"2026-09-04 12:16:39";presse;192.168.36.7:4840;"ns=3;s=""+AL-MA1.Rechtslauf""";AL_MA1_Rechtslauf;Boolean;;1;;"{""station"": ""presse"", ""endpoint"": ""192.168.36.7:4840"", ""nodeId"": ""ns=3;s=\"+AL-MA1.Rechtslauf\""", ""tag"": ""AL_MA1_Rechtslauf"", ""datatype"": ""Boolean"", ""wert"": true, ""zeitstempel"": ""2026-09-04T12:16:39.864Z""}";plc/presse/AL_MA1_Rechtslauf;"2026-09-04 12:16:39"
67;"2026-09-04 12:16:41";presse;192.168.36.7:4840;"ns=3;s=""+AL-BG2_Bandsensor_Rechts""";AL_BG2_Bandsensor_Rechts;Boolean;;0;;"{""station"": ""presse"", ""endpoint"": ""192.168.36.7:4840"", ""nodeId"": ""ns=3;s=\"+AL-BG2_Bandsensor_Rechts\""", ""tag"": ""AL_BG2_Bandsensor_Rechts"", ""datatype"": ""Boolean"", ""wert"": false, ""zeitstempel"": ""2026-09-04T12:16:41.867Z""}";plc/presse/AL_BG2_Bandsensor_Rechts;"2026-09-04 12:16:41"
68;"2026-09-04 12:16:41";presse;192.168.36.7:4840;"ns=3;s=""+AL-MA1.Rechtslauf""";AL_MA1_Rechtslauf;Boolean;;0;;"{""station"": ""presse"", ""endpoint"": ""192.168.36.7:4840"", ""nodeId"": ""ns=3;s=\"+AL-MA1.Rechtslauf\""", ""tag"": ""AL_MA1_Rechtslauf"", ""datatype"": ""Boolean"", ""wert"": false, ""zeitstempel"": ""2026-09-04T12:16:41.867Z""}";plc/presse/AL_MA1_Rechtslauf;"2026-09-04 12:16:41"
69;"2026-09-04 12:16:42";presse;192.168.36.7:4840;"ns=3;s=""+AL-BG2_Bandsensor_Rechts""";AL_BG2_Bandsensor_Rechts;Boolean;;1;;"{""station"": ""presse"", ""endpoint"": ""192.168.36.7:4840"", ""nodeId"": ""ns=3;s=\"+AL-BG2_Bandsensor_Rechts\""", ""tag"": ""AL_BG2_Bandsensor_Rechts"", ""datatype"": ""Boolean"", ""wert"": true, ""zeitstempel"": ""2026-09-04T12:16:42.869Z""}";plc/presse/AL_BG2_Bandsensor_Rechts;"2026-09-04 12:16:42"
70;"2026-09-04 12:16:46";presse;192.168.36.7:4840;"ns=3;s=""+AL-MA1.Rechtslauf""";AL_MA1_Rechtslauf;Boolean;;1;;"{""station"": ""presse"", ""endpoint"": ""192.168.36.7:4840"", ""nodeId"": ""ns=3;s=\"+AL-MA1.Rechtslauf\""", ""tag"": ""AL_MA1_Rechtslauf"", ""datatype"": ""Boolean"", ""wert"": true, ""zeitstempel"": ""2026-09-04T12:16:46.874Z""}";plc/presse/AL_MA1_Rechtslauf;"2026-09-04 12:16:46"
71;"2026-09-04 12:16:47";palettenlager2;192.168.36.8:4840;"ns=3;s=""+AL-MA1.Rechtslauf""";AL_MA1_Rechtslauf;Boolean;;1;;"{""station"": ""palettenlager2"", ""endpoint"": ""192.168.36.8:4840"", ""nodeId"": ""ns=3;s=\"+AL-MA1.Rechtslauf\""", ""tag"": ""AL_MA1_Rechtslauf"", ""datatype"": ""Boolean"", ""wert"": true, ""zeitstempel"": ""2026-09-04T12:16:47.168Z""}";plc/palettenlager2/AL_MA1_Rechtslauf;"2026-09-04 12:16:47"
72;"2026-09-04 12:16:53";palettenlager2;192.168.36.8:4840;"ns=3;s=""+AL-MA1.Rechtslauf""";AL_MA1_Rechtslauf;Boolean;;0;;"{""station"": ""palettenlager2"", ""endpoint"": ""192.168.36.8:4840"", ""nodeId"": ""ns=3;s=\"+AL-MA1.Rechtslauf\""", ""tag"": ""AL_MA1_Rechtslauf"", ""datatype"": ""Boolean"", ""wert"": false, ""zeitstempel"": ""2026-09-04T12:16:53.173Z""}";plc/palettenlager2/AL_MA1_Rechtslauf;"2026-09-04 12:16:53"
73;"2026-09-04 12:16:54";presse;192.168.36.7:4840;"ns=3;s=""+AL-MA1.Rechtslauf""";AL_MA1_Rechtslauf;Boolean;;0;;"{""station"": ""presse"", ""endpoint"": ""192.168.36.7:4840"", ""nodeId"": ""ns=3;s=\"+AL-MA1.Rechtslauf\""", ""tag"": ""AL_MA1_Rechtslauf"", ""datatype"": ""Boolean"", ""wert"": false, ""zeitstempel"": ""2026-09-04T12:16:54.048Z""}";plc/presse/AL_MA1_Rechtslauf;"2026-09-04 12:16:54"
74;"2026-09-04 12:16:55";presse;192.168.36.7:4840;"ns=3;s=""+AL-MA1.Rechtslauf""";AL_MA1_Rechtslauf;Boolean;;1;;"{""station"": ""presse"", ""endpoint"": ""192.168.36.7:4840"", ""nodeId"": ""ns=3;s=\"+AL-MA1.Rechtslauf\""", ""tag"": ""AL_MA1_Rechtslauf"", ""datatype"": ""Boolean"", ""wert"": true, ""zeitstempel"": ""2026-09-04T12:16:55.050Z""}";plc/presse/AL_MA1_Rechtslauf;"2026-09-04 12:16:55"
75;"2026-09-04 12:16:56";palettenlager2;192.168.36.8:4840;"ns=3;s=""+AL-MA1.Rechtslauf""";AL_MA1_Rechtslauf;Boolean;;1;;"{""station"": ""palettenlager2"", ""endpoint"": ""192.168.36.8:4840"", ""nodeId"": ""ns=3;s=\"+AL-MA1.Rechtslauf\""", ""tag"": ""AL_MA1_Rechtslauf"", ""datatype"": ""Boolean"", ""wert"": true, ""zeitstempel"": ""2026-09-04T12:16:56.176Z""}";plc/palettenlager2/AL_MA1_Rechtslauf;"2026-09-04 12:16:56"
76;"2026-09-04 12:16:57";presse;192.168.36.7:4840;"ns=3;s=""+AL-MA1.Rechtslauf""";AL_MA1_Rechtslauf;Boolean;;0;;"{""station"": ""presse"", ""endpoint"": ""192.168.36.7:4840"", ""nodeId"": ""ns=3;s=\"+AL-MA1.Rechtslauf\""", ""tag"": ""AL_MA1_Rechtslauf"", ""datatype"": ""Boolean"", ""wert"": false, ""zeitstempel"": ""2026-09-04T12:16:57.052Z""}";plc/presse/AL_MA1_Rechtslauf;"2026-09-04 12:16:57"
77;"2026-09-04 12:16:57";palettenlager2;192.168.36.8:4840;"ns=3;s=""+AL-MA1.Linkslauf""";AL_MA1_Linkslauf;Boolean;;1;;"{""station"": ""palettenlager2"", ""endpoint"": ""192.168.36.8:4840"", ""nodeId"": ""ns=3;s=\"+AL-MA1.Linkslauf\""", ""tag"": ""AL_MA1_Linkslauf"", ""datatype"": ""Boolean"", ""wert"": true, ""zeitstempel"": ""2026-09-04T12:16:57.177Z""}";plc/palettenlager2/AL_MA1_Linkslauf;"2026-09-04 12:16:57"
78;"2026-09-04 12:16:57";palettenlager2;192.168.36.8:4840;"ns=3;s=""+AL-MA1.Rechtslauf""";AL_MA1_Rechtslauf;Boolean;;0;;"{""station"": ""palettenlager2"", ""endpoint"": ""192.168.36.8:4840"", ""nodeId"": ""ns=3;s=\"+AL-MA1.Rechtslauf\""", ""tag"": ""AL_MA1_Rechtslauf"", ""datatype"": ""Boolean"", ""wert"": false, ""zeitstempel"": ""2026-09-04T12:16:57.177Z""}";plc/palettenlager2/AL_MA1_Rechtslauf;"2026-09-04 12:16:57"
79;"2026-09-04 12:16:58";palettenlager2;192.168.36.8:4840;"ns=3;s=""+AL-MA1.Linkslauf""";AL_MA1_Linkslauf;Boolean;;0;;"{""station"": ""palettenlager2"", ""endpoint"": ""192.168.36.8:4840"", ""nodeId"": ""ns=3;s=\"+AL-MA1.Linkslauf\""", ""tag"": ""AL_MA1_Linkslauf"", ""datatype"": ""Boolean"", ""wert"": false, ""zeitstempel"": ""2026-09-04T12:16:58.179Z""}";plc/palettenlager2/AL_MA1_Linkslauf;"2026-09-04 12:16:58"
80;"2026-09-04 12:16:58";palettenlager2;192.168.36.8:4840;"ns=3;s=""+AL-MA1.Rechtslauf""";AL_MA1_Rechtslauf;Boolean;;1;;"{""station"": ""palettenlager2"", ""endpoint"": ""192.168.36.8:4840"", ""nodeId"": ""ns=3;s=\"+AL-MA1.Rechtslauf\""", ""tag"": ""AL_MA1_Rechtslauf"", ""datatype"": ""Boolean"", ""wert"": true, ""zeitstempel"": ""2026-09-04T12:16:58.180Z""}";plc/palettenlager2/AL_MA1_Rechtslauf;"2026-09-04 12:16:58"
81;"2026-09-04 12:17:01";palettenlager2;192.168.36.8:4840;"ns=3;s=""+AL-MA1.Rechtslauf""";AL_MA1_Rechtslauf;Boolean;;0;;"{""station"": ""palettenlager2"", ""endpoint"": ""192.168.36.8:4840"", ""nodeId"": ""ns=3;s=\"+AL-MA1.Rechtslauf\""", ""tag"": ""AL_MA1_Rechtslauf"", ""datatype"": ""Boolean"", ""wert"": false, ""zeitstempel"": ""2026-09-04T12:17:01.186Z""}";plc/palettenlager2/AL_MA1_Rechtslauf;"2026-09-04 12:17:01"
82;"2026-09-04 12:17:02";leitstand;192.168.36.1:4840;"ns=3;s=""dbHMI"".""uiSeriennummer""";dbHMI_uiSeriennummer;UInt16;0;;;"{""station"": ""leitstand"", ""endpoint"": ""192.168.36.1:4840"", ""nodeId"": ""ns=3;s=\"dbHMI\".\"uiSeriennummer\""", ""tag"": ""dbHMI_uiSeriennummer"", ""datatype"": ""UInt16"", ""wert"": 0, ""zeitstempel"": ""2026-09-04T12:17:02.859Z""}";plc/leitstand/dbHMI_uiSeriennummer;"2026-09-04 12:17:02"
